Start Time,Duration,Run ID,Name,Source Type,Source Name,User,Status,acceptability_threshold,dim_data,drifting_clients,filename,ideal_cluster_num,ideal_cluster_num_deviation,initial_points_per_generator,m,max_iter_global,max_iter_local,mean_max_val,mean_min_val,n_clients,n_generators_per_client,n_repeats,n_time_steps,n_unused_client_generators,next_timestep_new_points_per_generator,num_clusters_used,ratio_drifted_clients,ratio_new_data_distribution,ratio_unused_client_generators,run_mode,tol_global,tol_local,drift_detected_counter,false_positive_rate,initial_global_db_max,initial_global_db_mean,initial_global_db_median,initial_global_db_min,initial_global_db_std
2024-01-06 15:38:38,195ms,2e6de2063e60494c8dffcf346ec5a4b1,,LOCAL,/home/morris/UM/phd/code/fed_drift_data_generator/run_data_drift_experiments.py,morris,FINISHED,0.025,25,5,,10,0.5,1000,2,10,50,5,-5,10,1,20,10,,100,15,0.5,0.1,0.0,no_local_drift,0.01,0.001,0,0,26156.81314964294,16449.15294482839,16222.387915613339,10565.240470069317,3367.1640892931523
2024-01-06 15:38:00,190ms,935f4352dceb4fb98eff01f7371f900c,,LOCAL,/home/morris/UM/phd/code/fed_drift_data_generator/run_data_drift_experiments.py,morris,FINISHED,0.025,25,5,,10,0.0,1000,2,10,50,5,-5,10,1,20,10,,100,10,0.5,0.1,0.0,no_local_drift,0.01,0.001,0,0,0.2332748415533648,0.2229410099420451,0.22222358592810443,0.2140402200314572,0.005285750524260843
2024-01-06 15:37:45,178ms,52281d5003094019a6e8d5b5015863d7,,LOCAL,/home/morris/UM/phd/code/fed_drift_data_generator/run_data_drift_experiments.py,morris,FINISHED,0.025,25,5,,10,-0.5,1000,2,10,50,5,-5,10,1,20,10,,100,5,0.5,0.1,0.0,no_local_drift,0.01,0.001,0,0,0.47198802881904867,0.45342450726851913,0.4513532411230152,0.4409879452488018,0.009255542090674265
2024-01-06 15:37:40,174ms,5643814a06754aa9b39e10b298df7be4,,LOCAL,/home/morris/UM/phd/code/fed_drift_data_generator/run_data_drift_experiments.py,morris,FINISHED,0.025,2,5,,10,0.5,1000,2,10,50,5,-5,10,1,20,10,,100,15,0.5,0.1,0.0,no_local_drift,0.01,0.001,0,0,0.570031396630829,0.4550620231363488,0.4529924347615894,0.34071038293059636,0.05642714443693454
2024-01-06 15:29:21,201ms,a322808c41d4419eb65d3d557ac4fc0a,,LOCAL,/home/morris/UM/phd/code/fed_drift_data_generator/run_data_drift_experiments.py,morris,FINISHED,0.025,2,5,,10,0.0,1000,2,10,50,5,-5,10,1,20,10,,100,10,0.5,0.1,0.0,no_local_drift,0.01,0.001,0,0,0.6756068916671908,0.5211311855358818,0.505631333977985,0.40111642330891195,0.0710904921259177
2024-01-06 15:26:27,204ms,be0237a5c93f444e8ccae8e65eb2311f,,LOCAL,/home/morris/UM/phd/code/fed_drift_data_generator/run_data_drift_experiments.py,morris,FINISHED,0.025,2,5,,10,-0.5,1000,2,10,50,5,-5,10,1,20,10,,100,5,0.5,0.1,0.0,no_local_drift,0.01,0.001,0,0,0.6465374916135047,0.5159966242957533,0.5026918764630546,0.4433020864724943,0.0510126536993665
2024-01-06 15:25:59,185ms,712fca43315b4f3a889ae2141a6ecef9,,LOCAL,/home/morris/UM/phd/code/fed_drift_data_generator/run_data_drift_experiments.py,morris,FINISHED,0.01,100,5,,10,0.5,1000,2,10,50,5,-5,10,1,20,10,,100,15,0.5,0.1,0.0,no_local_drift,0.01,0.001,0,0,43000.29659087486,34602.52827215152,34755.05409824035,26419.6946680263,4748.396911641242
2024-01-06 15:25:09,198ms,d625f8cb6d3644458339080c8db5be46,,LOCAL,/home/morris/UM/phd/code/fed_drift_data_generator/run_data_drift_experiments.py,morris,FINISHED,0.01,100,5,,10,0.0,1000,2,10,50,5,-5,10,1,20,10,,100,10,0.5,0.1,0.0,no_local_drift,0.01,0.001,0,0,0.2084370758997542,0.2020088131722054,0.2016388705899514,0.19767473074842473,0.0026264530309427726
2024-01-06 15:24:44,200ms,3878f78546e74c6686d798beefa2b9a2,,LOCAL,/home/morris/UM/phd/code/fed_drift_data_generator/run_data_drift_experiments.py,morris,FINISHED,0.01,100,5,,10,-0.5,1000,2,10,50,5,-5,10,1,20,10,,100,5,0.5,0.1,0.0,no_local_drift,0.01,0.001,0,0,0.4845381151135083,0.46191234908266016,0.46106441345425325,0.45048892587591993,0.007580075127423999
2024-01-06 15:24:33,178ms,ea8b8c8f7a0a44b7aa38571e6ba2ee60,,LOCAL,/home/morris/UM/phd/code/fed_drift_data_generator/run_data_drift_experiments.py,morris,FINISHED,0.01,25,5,,10,0.5,1000,2,10,50,5,-5,10,1,20,10,,100,15,0.5,0.1,0.0,no_local_drift,0.01,0.001,0,0,24431.701718536377,16170.28391052425,15838.145830811143,9824.25096663367,3278.422205978148
2024-01-06 15:23:54,202ms,413e204a012648ffbf2c2b0b0e9ab597,,LOCAL,/home/morris/UM/phd/code/fed_drift_data_generator/run_data_drift_experiments.py,morris,FINISHED,0.01,25,5,,10,0.0,1000,2,10,50,5,-5,10,1,20,10,,100,10,0.5,0.1,0.0,no_local_drift,0.01,0.001,0,0,0.2356451381087869,0.22210100726004933,0.22160800335331343,0.21314267716831128,0.006606172900746414
2024-01-06 15:23:39,205ms,03345accf473474bbc9cf890b17d258a,,LOCAL,/home/morris/UM/phd/code/fed_drift_data_generator/run_data_drift_experiments.py,morris,FINISHED,0.01,25,5,,10,-0.5,1000,2,10,50,5,-5,10,1,20,10,,100,5,0.5,0.1,0.0,no_local_drift,0.01,0.001,0,0,0.4784221469403268,0.4492871557277723,0.4475548418768073,0.43634007567258726,0.010702612742190747
