Start Time,Duration,Run ID,Name,Source Type,Source Name,User,Status,acceptability_threshold,dim_data,drifting_clients,filename,ideal_cluster_num,ideal_cluster_num_deviation,initial_points_per_generator,m,max_iter_global,max_iter_local,mean_max_val,mean_min_val,n_clients,n_generators_per_client,n_repeats,n_time_steps,n_unused_client_generators,next_timestep_new_points_per_generator,num_clusters_used,ratio_drifted_clients,ratio_new_data_distribution,ratio_unused_client_generators,run_mode,tol_global,tol_local,drift_detected_counter,initial_global_db_max,initial_global_db_mean,initial_global_db_median,initial_global_db_min,initial_global_db_std,true_positive_rate
2024-01-11 07:49:15,272ms,577053f369f840c7a6eb740df44441b0,,LOCAL,/home/morris/UM/phd/code/fed_drift_data_generator/run_data_drift_experiments.py,morris,FINISHED,0.05,100,5,None,10,-0.5,1000,2,10,50,5,-5,10,1,20,10,1,100,5,0.5,0.1,0.1,global_drift_unused_generators,0.01,0.001,0,0.4899509348934502,0.4654150530852288,0.46428929265237084,0.44891627652387667,0.008700035995229177,0
2024-01-11 07:49:02,284ms,b8f9078be1d4401fa8c2f442c2ea5f0b,,LOCAL,/home/morris/UM/phd/code/fed_drift_data_generator/run_data_drift_experiments.py,morris,FINISHED,0.05,25,5,None,10,0.5,1000,2,10,50,5,-5,10,1,20,10,9,100,15,0.5,1.0,0.9,global_drift_unused_generators,0.01,0.001,200,25819.864835050677,18431.33717559085,18494.846082472803,11302.676515292571,4065.388279490827,1
2024-01-11 07:48:24,262ms,dc5551102ccc478ea138065becc906f7,,LOCAL,/home/morris/UM/phd/code/fed_drift_data_generator/run_data_drift_experiments.py,morris,FINISHED,0.05,25,5,None,10,0.5,1000,2,10,50,5,-5,10,1,20,10,9,100,15,0.5,0.9,0.9,global_drift_unused_generators,0.01,0.001,200,24804.304414870126,18413.53970463873,17874.540348304505,10373.885641460893,3693.9477171660014,1
2024-01-11 07:47:46,257ms,09ee678c4d0345e6abdc3ac62f2b71ea,,LOCAL,/home/morris/UM/phd/code/fed_drift_data_generator/run_data_drift_experiments.py,morris,FINISHED,0.05,25,5,None,10,0.5,1000,2,10,50,5,-5,10,1,20,10,9,100,15,0.5,0.5,0.9,global_drift_unused_generators,0.01,0.001,164,30481.162042578053,17164.90033681898,16787.259386484126,9527.042120881071,5166.4374018226945,0.82
2024-01-11 07:47:08,279ms,3c4e4b6e03f940a981a80159bde5092f,,LOCAL,/home/morris/UM/phd/code/fed_drift_data_generator/run_data_drift_experiments.py,morris,FINISHED,0.05,25,5,None,10,0.5,1000,2,10,50,5,-5,10,1,20,10,9,100,15,0.5,0.1,0.9,global_drift_unused_generators,0.01,0.001,132,21800.960505734787,16828.96977837197,16880.591263664275,11304.9584248235,2892.319192627902,0.66
2024-01-11 07:46:30,271ms,315836311b4e4b1cab997dd677051030,,LOCAL,/home/morris/UM/phd/code/fed_drift_data_generator/run_data_drift_experiments.py,morris,FINISHED,0.05,25,5,None,10,0.5,1000,2,10,50,5,-5,10,1,20,10,5,100,15,0.5,1.0,0.5,global_drift_unused_generators,0.01,0.001,162,22026.76108865116,15952.90796300436,15938.009087055234,12112.460906483064,2726.407880334666,0.81
2024-01-11 07:45:52,269ms,9cc79ef1631f4641ab03f9174a4dc596,,LOCAL,/home/morris/UM/phd/code/fed_drift_data_generator/run_data_drift_experiments.py,morris,FINISHED,0.05,25,5,None,10,0.5,1000,2,10,50,5,-5,10,1,20,10,5,100,15,0.5,0.9,0.5,global_drift_unused_generators,0.01,0.001,155,24720.20509754027,17239.276129849015,16967.07833862277,12262.57215194828,3104.5235965236134,0.775
2024-01-11 07:45:14,266ms,7c3f84f7f6ea4237bbe3bb4ec50b1a23,,LOCAL,/home/morris/UM/phd/code/fed_drift_data_generator/run_data_drift_experiments.py,morris,FINISHED,0.05,25,5,None,10,0.5,1000,2,10,50,5,-5,10,1,20,10,5,100,15,0.5,0.5,0.5,global_drift_unused_generators,0.01,0.001,144,21486.224817881513,15861.490539840024,15136.120806769837,11290.428782765464,3133.5563107776916,0.72
2024-01-11 07:44:36,270ms,70de799e974541eda5deb64324f1d026,,LOCAL,/home/morris/UM/phd/code/fed_drift_data_generator/run_data_drift_experiments.py,morris,FINISHED,0.05,25,5,None,10,0.5,1000,2,10,50,5,-5,10,1,20,10,5,100,15,0.5,0.1,0.5,global_drift_unused_generators,0.01,0.001,11,24508.916318212476,16531.19699840647,15044.993529561983,11616.436058659396,3431.736137223834,0.055
2024-01-11 07:43:59,272ms,813a49cdc6ae4648a41f5e3d511469d4,,LOCAL,/home/morris/UM/phd/code/fed_drift_data_generator/run_data_drift_experiments.py,morris,FINISHED,0.05,25,5,None,10,0.5,1000,2,10,50,5,-5,10,1,20,10,1,100,15,0.5,1.0,0.1,global_drift_unused_generators,0.01,0.001,131,22121.76634298167,16470.593809790553,16770.898804048888,11865.46791510732,2832.534654903901,0.655
